unique_id,synapse_id,bouton,x_coord,y_coord,pr_total,pr_before,pr_after,unc_sum,brp_sum,unc_norm,brp_norm,ranking,genotype,nmj_id,treatment
1514,117,1,1700.9285,491.1184279,0.380952381,0.282828283,0.454545455,2980091,18427474,0.306715969,0.464044455,1,'Unc13B_RNAi','PdBU_04','PdBU'
1515,118,1,1724.730478,952.9913768,0.025974026,0,0.045454545,3331125,11495522,0.342844978,0.289482609,1,'Unc13B_RNAi','PdBU_04','PdBU'
1516,119,1,1719.721971,433.3619326,0.168831169,0.111111111,0.212121212,6535615,23863176,0.672656468,0.600927425,0,'Unc13B_RNAi','PdBU_04','PdBU'
1517,120,1,1732.095402,964.4548781,0.043290043,0.01010101,0.068181818,3129713,10836459,0.322115316,0.272885948,1,'Unc13B_RNAi','PdBU_04','PdBU'
1518,121,1,1737.544622,921.4414051,0.017316017,0,0.03030303,2208705,11785053,0.227323627,0.296773638,1,'Unc13B_RNAi','PdBU_04','PdBU'
1519,122,1,1747.041597,943.2055181,0.108225108,0.101010101,0.113636364,2687459,18421231,0.276597792,0.463887243,0,'Unc13B_RNAi','PdBU_04','PdBU'
1520,123,1,1761.888771,874.795855,0.021645022,0.01010101,0.03030303,1348165,8466129,0.138755405,0.213195809,1,'Unc13B_RNAi','PdBU_04','PdBU'
1521,124,1,1754.691391,933.7189116,0.064935065,0.02020202,0.098484848,2687459,18421231,0.276597792,0.463887243,0,'Unc13B_RNAi','PdBU_04','PdBU'
1522,125,1,1750.882072,965.9006934,0.956709957,0.858585859,1.03030303,7491508,31942199,0.771038581,0.804375051,0,'Unc13B_RNAi','PdBU_04','PdBU'
1523,126,1,1773.316131,864.5359294,0.038961039,0.02020202,0.053030303,2353129,16555998,0.242187987,0.41691656,1,'Unc13B_RNAi','PdBU_04','PdBU'
1524,127,1,1777.896173,915.7065392,0.03030303,0,0.053030303,1915663,9470518,0.197163252,0.23848854,1,'Unc13B_RNAi','PdBU_04','PdBU'
1525,128,1,1785.745594,934.7828215,0.095238095,0.03030303,0.143939394,2821805,12974586,0.290424908,0.326728704,0,'Unc13B_RNAi','PdBU_04','PdBU'
1526,129,1,1796.950598,878.8768418,0.168831169,0.111111111,0.212121212,5044828,19133927,0.519222167,0.481834501,0,'Unc13B_RNAi','PdBU_04','PdBU'
1527,130,1,1798.86246,923.3690849,0.038961039,0.050505051,0.03030303,3217460,12338388,0.331146385,0.310707834,0,'Unc13B_RNAi','PdBU_04','PdBU'
1528,131,1,1804.960744,885.4335607,0.281385281,0.272727273,0.287878788,4249166,20025918,0.437331299,0.504296802,0,'Unc13B_RNAi','PdBU_04','PdBU'
1529,132,2,371.6929832,1701.456477,0.528138528,0.535353535,0.522727273,5628384,19317887,0.579282731,0.486467019,1,'Unc13B_RNAi','PdBU_04','PdBU'
1530,133,2,383.7741451,1721.494352,0.333333333,0.191919192,0.439393939,3943177,12948018,0.405838397,0.326059663,1,'Unc13B_RNAi','PdBU_04','PdBU'
1531,134,2,402.6461942,1669.416209,0.350649351,0.323232323,0.371212121,3522976,15883658,0.362590605,0.399985555,1,'Unc13B_RNAi','PdBU_04','PdBU'
1532,135,2,402.492222,1709.051795,0.151515152,0.090909091,0.196969697,512525,10296310,0.052749933,0.259283804,1,'Unc13B_RNAi','PdBU_04','PdBU'
1533,136,2,416.7354178,1695.900237,0.285714286,0.181818182,0.363636364,3861153,19082100,0.397396349,0.480529382,1,'Unc13B_RNAi','PdBU_04','PdBU'
1534,137,2,413.8089944,1465.712231,0.363636364,0.414141414,0.325757576,2552620,13501351,0.262719936,0.339993809,0,'Unc13B_RNAi','PdBU_04','PdBU'
1535,138,2,434.2134774,1656.317777,0.177489177,0.181818182,0.174242424,2291070,7101474,0.235800771,0.178830785,1,'Unc13B_RNAi','PdBU_04','PdBU'
1536,139,2,427.1999228,1621.2503,0.532467532,0.595959596,0.484848485,6612627,15932402,0.680582673,0.401213037,0,'Unc13B_RNAi','PdBU_04','PdBU'
1537,140,2,444.7638113,1606.590036,0.376623377,0.373737374,0.378787879,4646657,15824835,0.47824174,0.398504263,0,'Unc13B_RNAi','PdBU_04','PdBU'
1538,141,2,424.5591001,1476.499571,0.203463203,0.181818182,0.21969697,2271253,11598792,0.233761172,0.292083175,0,'Unc13B_RNAi','PdBU_04','PdBU'
1539,142,2,435.2193375,1455.435133,0.623376623,0.545454545,0.681818182,8588571,24185054,0.883950146,0.609033024,0,'Unc13B_RNAi','PdBU_04','PdBU'
1540,143,2,461.9700953,1468.9218,0.186147186,0.181818182,0.189393939,3145384,13730017,0.323728202,0.345752123,1,'Unc13B_RNAi','PdBU_04','PdBU'
1541,144,2,475.1175635,1440.744445,0.238095238,0.202020202,0.265151515,3259631,7395907,0.335486695,0.186245257,1,'Unc13B_RNAi','PdBU_04','PdBU'
1542,145,2,487.456842,1566.950047,0.281385281,0.333333333,0.242424242,903286,4401055,0.092967712,0.110828276,1,'Unc13B_RNAi','PdBU_04','PdBU'
1543,146,2,479.7826137,1460.187126,0.194805195,0.202020202,0.189393939,3064765,9474831,0.315430759,0.238597151,1,'Unc13B_RNAi','PdBU_04','PdBU'
1544,147,2,503.8925481,1561.905988,0.277056277,0.282828283,0.272727273,1130343,6995549,0.116336799,0.176163359,0,'Unc13B_RNAi','PdBU_04','PdBU'
1545,148,2,508.5070478,1430.376347,0.142857143,0.151515152,0.136363636,1719618,6811994,0.176985972,0.171541039,0,'Unc13B_RNAi','PdBU_04','PdBU'
1546,149,2,520.0373271,1423.382352,0.207792208,0.161616162,0.242424242,2686979,10654769,0.27654839,0.268310593,0,'Unc13B_RNAi','PdBU_04','PdBU'
1547,150,2,528.0255455,1535.010362,0.636363636,0.595959596,0.666666667,5611657,11854360,0.57756116,0.298518941,1,'Unc13B_RNAi','PdBU_04','PdBU'
1548,151,2,554.794668,1448.74892,0.298701299,0.323232323,0.28030303,5873262,25864608,0.604485985,0.651327899,0,'Unc13B_RNAi','PdBU_04','PdBU'
1549,152,2,564.3412187,1440.097157,0.181818182,0.171717172,0.189393939,4938543,24395310,0.508283137,0.614327734,0,'Unc13B_RNAi','PdBU_04','PdBU'
1550,153,2,574.6903061,1431.388577,0.069264069,0.050505051,0.083333333,4028971,20539413,0.414668459,0.517227739,0,'Unc13B_RNAi','PdBU_04','PdBU'
1551,154,2,570.8292394,1414.718393,0.510822511,0.434343434,0.568181818,5190891,18706659,0.534255217,0.47107495,1,'Unc13B_RNAi','PdBU_04','PdBU'
1552,155,2,588.6186798,1451.70677,0.112554113,0.080808081,0.136363636,2467817,15717098,0.253991869,0.395791207,1,'Unc13B_RNAi','PdBU_04','PdBU'
1553,156,2,595.7268877,1464.814613,0.242424242,0.242424242,0.242424242,2775689,13512708,0.285678572,0.340279803,1,'Unc13B_RNAi','PdBU_04','PdBU'
1554,157,2,612.9510785,1438.391548,0.216450216,0.171717172,0.25,2659229,15246195,0.273692313,0.383932831,0,'Unc13B_RNAi','PdBU_04','PdBU'
1555,158,2,617.9631146,1451.133796,0.294372294,0.151515152,0.401515152,3759882,15326083,0.386973368,0.385944587,0,'Unc13B_RNAi','PdBU_04','PdBU'
1556,159,2,745.9436987,1342.575445,0.350649351,0.292929293,0.393939394,2775682,10949082,0.285677851,0.275722044,1,'Unc13B_RNAi','PdBU_04','PdBU'
1557,160,2,787.0234331,1353.977802,1.121212121,1.04040404,1.181818182,4167115,23249443,0.428886472,0.585472274,0,'Unc13B_RNAi','PdBU_04','PdBU'
1558,161,2,809.0345687,1299.0432,0.277056277,0.191919192,0.340909091,2307133,9891288,0.237454002,0.249084457,0,'Unc13B_RNAi','PdBU_04','PdBU'
1559,162,2,843.6742883,1282.956522,0.225108225,0.242424242,0.212121212,1516116,6070039,0.156041204,0.152856975,0,'Unc13B_RNAi','PdBU_04','PdBU'
1560,163,2,886.3383312,1280.401926,0.268398268,0.151515152,0.356060606,3444079,9873445,0.354470393,0.248635131,1,'Unc13B_RNAi','PdBU_04','PdBU'
1561,164,2,906.8645623,1239.20676,0.991341991,0.95959596,1.015151515,5985284,28589654,0.616015478,0.71995057,0,'Unc13B_RNAi','PdBU_04','PdBU'
1562,165,2,930.4105653,1253.386509,0.415584416,0.323232323,0.484848485,5522799,15260818,0.568415745,0.38430107,1,'Unc13B_RNAi','PdBU_04','PdBU'
1563,166,2,952.036314,1233.63647,0.294372294,0.292929293,0.295454545,2642033,12421860,0.271922472,0.312809843,1,'Unc13B_RNAi','PdBU_04','PdBU'
1564,167,2,1944.342494,773.6291207,1.125541126,1.181818182,1.083333333,3747584,25901229,0.385707637,0.652250097,0,'Unc13B_RNAi','PdBU_04','PdBU'
1565,168,2,1965.827273,731.8689481,0.294372294,0.292929293,0.295454545,3997436,13650967,0.411422824,0.34376147,1,'Unc13B_RNAi','PdBU_04','PdBU'
1566,169,2,1978.685485,751.7915482,0.298701299,0.252525253,0.333333333,4125868,27242676,0.424641261,0.686030692,0,'Unc13B_RNAi','PdBU_04','PdBU'
1567,170,2,1985.810518,741.8603148,0.354978355,0.202020202,0.46969697,4410139,29067113,0.45389891,0.731974041,0,'Unc13B_RNAi','PdBU_04','PdBU'
1568,171,2,1993.31658,730.3769132,0.424242424,0.393939394,0.446969697,1469794,16624733,0.151273666,0.418647459,0,'Unc13B_RNAi','PdBU_04','PdBU'
1569,172,2,2062.44048,1272.482234,0.199134199,0.252525253,0.159090909,1951015,12494685,0.200801739,0.314643738,1,'Unc13B_RNAi','PdBU_04','PdBU'
1570,173,2,2084.130762,1271.945419,0.515151515,0.414141414,0.590909091,6046664,17691054,0.62233281,0.445499775,0,'Unc13B_RNAi','PdBU_04','PdBU'
1571,174,2,2082.534043,1329.925844,0.519480519,0.404040404,0.606060606,4789078,17061512,0.492899948,0.429646518,1,'Unc13B_RNAi','PdBU_04','PdBU'
1572,175,2,2131.437955,1293.986518,0.376623377,0.393939394,0.363636364,4561404,18193815,0.469467358,0.458160406,1,'Unc13B_RNAi','PdBU_04','PdBU'
1573,176,2,2139.707229,1254.056585,0.268398268,0.181818182,0.333333333,5441577,11385858,0.560056241,0.286721027,0,'Unc13B_RNAi','PdBU_04','PdBU'
1574,177,2,2139.38421,1240.204519,0.16017316,0.202020202,0.128787879,3231326,10428393,0.332573497,0.262609946,0,'Unc13B_RNAi','PdBU_04','PdBU'
1575,178,2,2186.977351,670.5469633,0.649350649,0.464646465,0.787878788,4974073,28915514,0.511939944,0.728156444,0,'Unc13B_RNAi','PdBU_04','PdBU'
1576,179,2,2202.939102,659.4729351,0.186147186,0.232323232,0.151515152,4250047,20691572,0.437421973,0.521059439,0,'Unc13B_RNAi','PdBU_04','PdBU'
1577,180,2,2187.88874,1221.676139,0.463203463,0.404040404,0.507575758,4141248,19065863,0.426224197,0.480120499,0,'Unc13B_RNAi','PdBU_04','PdBU'
1578,181,2,2205.314738,696.159941,0.562770563,0.505050505,0.606060606,9178103,34226453,0.94462577,0.861897607,0,'Unc13B_RNAi','PdBU_04','PdBU'
1579,182,2,2218.736468,683.4862765,0.380952381,0.303030303,0.439393939,8140832,39710579,0.837868097,1,0,'Unc13B_RNAi','PdBU_04','PdBU'
1580,183,2,2234.628286,666.059735,0.376623377,0.292929293,0.439393939,4247497,17597838,0.437159522,0.44315239,1,'Unc13B_RNAi','PdBU_04','PdBU'
1581,184,2,2208.946024,1211.42319,0.251082251,0.131313131,0.340909091,1975699,7165333,0.203342258,0.180438895,1,'Unc13B_RNAi','PdBU_04','PdBU'
1582,185,2,2238.519686,1190.542491,0.402597403,0.363636364,0.431818182,5216876,15409843,0.536929636,0.388053848,1,'Unc13B_RNAi','PdBU_04','PdBU'
1583,186,2,2236.411539,1201.222059,0.246753247,0.212121212,0.272727273,4978884,13306959,0.5124351,0.335098589,0,'Unc13B_RNAi','PdBU_04','PdBU'
1584,187,2,2271.592947,1128.365523,0.354978355,0.313131313,0.386363636,2096768,7861255,0.215802883,0.197963747,1,'Unc13B_RNAi','PdBU_04','PdBU'
1585,188,2,2308.005894,1093.23549,0.402597403,0.383838384,0.416666667,1524548,11240866,0.15690904,0.283069809,1,'Unc13B_RNAi','PdBU_04','PdBU'
1586,189,2,2305.537244,1053.189583,0.216450216,0.202020202,0.227272727,4499411,15110145,0.463086934,0.380506791,0,'Unc13B_RNAi','PdBU_04','PdBU'
1587,190,2,2316.115474,1058.314803,0.125541126,0.070707071,0.166666667,4239133,14634105,0.436298685,0.368519054,0,'Unc13B_RNAi','PdBU_04','PdBU'
1588,191,2,2336.713555,1072.707497,0.212121212,0.171717172,0.242424242,3312619,18138662,0.340940309,0.456771532,0,'Unc13B_RNAi','PdBU_04','PdBU'
1589,192,2,2340.765702,1030.922246,0.294372294,0.222222222,0.348484848,5043831,22087763,0.519119554,0.556218609,1,'Unc13B_RNAi','PdBU_04','PdBU'
1590,193,2,2347.467777,1052.971962,0.220779221,0.161616162,0.265151515,4924736,20211796,0.506862097,0.50897762,1,'Unc13B_RNAi','PdBU_04','PdBU'
1591,194,2,2366.661446,1000.891576,0.329004329,0.292929293,0.356060606,4024338,16504499,0.414191623,0.415619702,1,'Unc13B_RNAi','PdBU_04','PdBU'
1592,195,2,2370.960779,974.2297952,0.303030303,0.191919192,0.386363636,1429368,10816451,0.147112954,0.272382103,1,'Unc13B_RNAi','PdBU_04','PdBU'
1593,196,2,2387.972114,913.1644156,0.255411255,0.222222222,0.28030303,2460352,13727707,0.253223558,0.345693952,0,'Unc13B_RNAi','PdBU_04','PdBU'
1594,197,2,2391.344238,972.7526539,0.155844156,0.191919192,0.128787879,3768117,7375415,0.387820928,0.185729223,1,'Unc13B_RNAi','PdBU_04','PdBU'
1595,198,2,2393.830855,902.010468,0.173160173,0.171717172,0.174242424,1869750,13876266,0.192437809,0.349434996,0,'Unc13B_RNAi','PdBU_04','PdBU'
1596,199,2,2427.384718,887.5720898,0.121212121,0.101010101,0.136363636,2387558,16073524,0.245731478,0.4047668,0,'Unc13B_RNAi','PdBU_04','PdBU'
1597,200,2,2429.54062,909.8936934,0.350649351,0.333333333,0.363636364,2534611,15278881,0.260866419,0.384755936,0,'Unc13B_RNAi','PdBU_04','PdBU'
1598,201,2,2425.361026,859.6351208,0.229437229,0.282828283,0.189393939,1142012,7932287,0.117537792,0.199752489,1,'Unc13B_RNAi','PdBU_04','PdBU'
1599,202,2,2438.747955,851.2617845,0.203463203,0.232323232,0.181818182,3600569,11389614,0.370576606,0.286815612,0,'Unc13B_RNAi','PdBU_04','PdBU'
1600,203,2,2453.562231,864.2246987,0.203463203,0.191919192,0.212121212,2724802,9522999,0.280441196,0.239810127,1,'Unc13B_RNAi','PdBU_04','PdBU'
1601,204,2,2452.25995,841.0939994,0.316017316,0.161616162,0.431818182,824249,9663875,0.084833091,0.243357696,1,'Unc13B_RNAi','PdBU_04','PdBU'
1602,205,2,2495.635296,733.2197644,0.303030303,0.272727273,0.325757576,5434769,22741966,0.55935555,0.572692884,0,'Unc13B_RNAi','PdBU_04','PdBU'
1603,206,2,2503.393904,744.1167969,0.138528139,0.080808081,0.181818182,7280903,24375884,0.74936276,0.613838544,0,'Unc13B_RNAi','PdBU_04','PdBU'
1604,207,2,2528.976583,686.754323,0.333333333,0.333333333,0.333333333,3041297,17884830,0.313015393,0.450379482,0,'Unc13B_RNAi','PdBU_04','PdBU'
1605,208,2,2539.233858,703.8232785,0.398268398,0.383838384,0.409090909,7865831,30238125,0.809564532,0.761462707,0,'Unc13B_RNAi','PdBU_04','PdBU'
1606,209,2,2532.556461,757.5370987,0.54978355,0.333333333,0.712121212,3768421,29733598,0.387852216,0.748757604,0,'Unc13B_RNAi','PdBU_04','PdBU'
1607,210,2,2545.800564,716.5838932,0.242424242,0.222222222,0.257575758,4832801,20814782,0.497399993,0.524162138,0,'Unc13B_RNAi','PdBU_04','PdBU'
1608,211,2,2611.770754,752.5424432,0.606060606,0.494949495,0.689393939,7303131,20426833,0.751650504,0.514392726,1,'Unc13B_RNAi','PdBU_04','PdBU'
1609,212,2,2638.709732,558.6735857,0.411255411,0.363636364,0.446969697,2362859,17080077,0.243189415,0.430114026,0,'Unc13B_RNAi','PdBU_04','PdBU'
1610,213,2,2635.941984,777.4831045,0.411255411,0.252525253,0.53030303,5230272,21204682,0.538308375,0.533980681,1,'Unc13B_RNAi','PdBU_04','PdBU'
1611,214,2,2652.314793,546.5105634,0.212121212,0.171717172,0.242424242,3955512,17444780,0.407107936,0.439298052,1,'Unc13B_RNAi','PdBU_04','PdBU'
1612,215,2,2656.547199,570.0699859,0.264069264,0.202020202,0.310606061,2772090,15656124,0.285308157,0.394255747,0,'Unc13B_RNAi','PdBU_04','PdBU'
1613,216,2,2663.910804,789.4764458,0.229437229,0.141414141,0.295454545,7085881,27477850,0.729290769,0.691952892,0,'Unc13B_RNAi','PdBU_04','PdBU'
1614,217,2,2659.691665,816.3760109,0.19047619,0.141414141,0.227272727,2488757,9278399,0.256147049,0.233650559,1,'Unc13B_RNAi','PdBU_04','PdBU'
1615,218,2,2674.166385,775.9802036,0.307359307,0.161616162,0.416666667,4939683,21332950,0.508400467,0.537210752,0,'Unc13B_RNAi','PdBU_04','PdBU'
1616,219,2,2666.251748,560.4739951,0.16017316,0.131313131,0.181818182,3407610,15925456,0.350716942,0.401038121,0,'Unc13B_RNAi','PdBU_04','PdBU'
1617,220,2,2671.196058,827.5354621,0.251082251,0.272727273,0.234848485,2813238,8024063,0.289543178,0.202063611,1,'Unc13B_RNAi','PdBU_04','PdBU'
1618,221,2,2692.149709,856.6526642,0.233766234,0.292929293,0.189393939,2846657,13094731,0.292982718,0.32975422,1,'Unc13B_RNAi','PdBU_04','PdBU'
1619,222,2,2698.088515,735.0015691,0.294372294,0.252525253,0.325757576,1811322,6810166,0.186424301,0.171495006,1,'Unc13B_RNAi','PdBU_04','PdBU'
1620,223,2,2704.660239,864.9399404,0.437229437,0.313131313,0.53030303,5604018,18865331,0.576774941,0.475070661,0,'Unc13B_RNAi','PdBU_04','PdBU'
1621,224,2,2705.630378,513.6885221,0.354978355,0.353535354,0.356060606,2299628,11804282,0.236681575,0.297257867,1,'Unc13B_RNAi','PdBU_04','PdBU'
1622,225,2,2711.805041,838.3722782,0.393939394,0.333333333,0.439393939,3753888,14649786,0.386356455,0.368913936,1,'Unc13B_RNAi','PdBU_04','PdBU'
1623,226,2,2727.973863,718.8154861,0.54978355,0.454545455,0.621212121,5575282,24239287,0.573817384,0.61039873,0,'Unc13B_RNAi','PdBU_04','PdBU'
1624,227,2,2729.514769,884.0877207,0.138528139,0.090909091,0.174242424,3177288,10388792,0.327011815,0.261612705,1,'Unc13B_RNAi','PdBU_04','PdBU'
1625,228,2,2738.554296,868.8671857,0.164502165,0.080808081,0.227272727,3872525,12440338,0.398566774,0.31327516,0,'Unc13B_RNAi','PdBU_04','PdBU'
1626,229,2,2748.46025,903.9292796,0.523809524,0.464646465,0.568181818,4510239,24884976,0.46420137,0.626658604,0,'Unc13B_RNAi','PdBU_04','PdBU'
1627,230,2,2759.76713,886.749123,0.575757576,0.363636364,0.734848485,2401507,25438078,0.247167132,0.640586933,0,'Unc13B_RNAi','PdBU_04','PdBU'
1628,231,2,2778.568558,414.7612933,0.649350649,0.616161616,0.674242424,3130150,16797310,0.322160293,0.422993329,0,'Unc13B_RNAi','PdBU_04','PdBU'
1629,232,2,2787.089868,711.7135477,0.341991342,0.323232323,0.356060606,5180537,24056136,0.533189565,0.605786584,0,'Unc13B_RNAi','PdBU_04','PdBU'
1630,233,2,2790.439952,404.2692609,0.242424242,0.222222222,0.257575758,3671255,17858616,0.377851728,0.449719356,0,'Unc13B_RNAi','PdBU_04','PdBU'
1631,234,2,2795.667868,699.1176168,0.506493506,0.515151515,0.5,6002780,25553184,0.617816195,0.643485556,0,'Unc13B_RNAi','PdBU_04','PdBU'
1632,235,2,2790.70104,424.0076682,0.333333333,0.383838384,0.295454545,1634094,13770942,0.168183698,0.346782705,0,'Unc13B_RNAi','PdBU_04','PdBU'
1633,236,2,2815.23103,391.3150676,0.25974026,0.262626263,0.257575758,727181,8844327,0.074842689,0.222719669,1,'Unc13B_RNAi','PdBU_04','PdBU'
1634,237,2,2838.470309,353.925513,0.203463203,0.181818182,0.21969697,3839166,10986867,0.39513341,0.276673553,1,'Unc13B_RNAi','PdBU_04','PdBU'
1635,238,2,2843.218245,334.1834954,0.207792208,0.232323232,0.189393939,3322679,12299727,0.341975701,0.309734265,0,'Unc13B_RNAi','PdBU_04','PdBU'
1636,239,2,2855.665498,358.9943015,0.125541126,0.111111111,0.136363636,4658714,19169328,0.479482666,0.482725976,0,'Unc13B_RNAi','PdBU_04','PdBU'
1637,240,2,2857.308768,326.0704517,0.480519481,0.333333333,0.590909091,5292229,14917696,0.544685094,0.375660501,0,'Unc13B_RNAi','PdBU_04','PdBU'
1638,241,2,2872.300299,360.561666,0.246753247,0.262626263,0.234848485,2951473,12884205,0.303770556,0.324452711,0,'Unc13B_RNAi','PdBU_04','PdBU'
1639,242,2,2883.717186,340.3276834,0.298701299,0.303030303,0.295454545,2932743,10182512,0.301842833,0.25641812,1,'Unc13B_RNAi','PdBU_04','PdBU'
1640,1,1,185.0773116,1399.807807,0.768361582,0.740740741,0.780487805,4869400,32655954,0.441741857,0.762640458,0,'WT','Octopamine_02','Octopamine'
1641,2,1,224.6243143,1441.179258,0.152542373,0.111111111,0.170731707,3963721,22741097,0.359580538,0.531090919,0,'WT','Octopamine_02','Octopamine'
1642,3,1,245.5247759,1419.336409,0.033898305,0.018518519,0.040650407,4224375,30100683,0.383226528,0.702965182,0,'WT','Octopamine_02','Octopamine'
1643,4,1,253.8387652,1440.647881,0.146892655,0.240740741,0.105691057,3222307,23576355,0.292321,0.550597363,0,'WT','Octopamine_02','Octopamine'
1644,5,1,275.0814833,1387.893259,0.06779661,0,0.097560976,4353279,30727473,0.394920431,0.717603108,0,'WT','Octopamine_02','Octopamine'
1645,6,1,283.9268922,1383.529108,0.129943503,0.203703704,0.097560976,4353279,30727473,0.394920431,0.717603108,0,'WT','Octopamine_02','Octopamine'
1646,7,1,322.7706083,1403.158386,0.016949153,0.018518519,0.016260163,2073893,16151386,0.188139267,0.377196159,1,'WT','Octopamine_02','Octopamine'
1647,8,1,346.0933492,1409.285804,0.005649718,0,0.008130081,2593748,13446401,0.235299433,0.314024493,1,'WT','Octopamine_02','Octopamine'
1648,9,1,388.0318722,1426.209879,0.09039548,0.12962963,0.073170732,3562609,28081078,0.323192491,0.655799741,0,'WT','Octopamine_02','Octopamine'
1649,10,1,390.1145476,1406.125099,0.011299435,0.018518519,0.008130081,1940715,13779011,0.176057635,0.321792199,0,'WT','Octopamine_02','Octopamine'
1650,11,1,403.5093966,1394.798959,0.039548023,0.037037037,0.040650407,4728012,21677184,0.428915431,0.506244513,0,'WT','Octopamine_02','Octopamine'
1651,12,1,403.0036469,1429.254316,0.016949153,0,0.024390244,2729771,21550832,0.247639157,0.503293714,0,'WT','Octopamine_02','Octopamine'
1652,13,1,406.5283676,1405.232822,0.005649718,0,0.008130081,2767167,15927085,0.251031644,0.371957879,0,'WT','Octopamine_02','Octopamine'
1653,14,1,424.0713984,1379.585783,0.056497175,0.055555556,0.056910569,1999579,20034545,0.181397655,0.467882658,0,'WT','Octopamine_02','Octopamine'
1654,15,1,444.4923952,1416.808127,0.039548023,0.037037037,0.040650407,3013579,28638559,0.273385629,0.668819038,1,'WT','Octopamine_02','Octopamine'
1655,16,1,478.6454383,1391.320614,0.016949153,0.018518519,0.016260163,1686455,16253050,0.152991696,0.379570399,0,'WT','Octopamine_02','Octopamine'
1656,17,1,493.5934599,1399.098708,0.005649718,0,0.008130081,870931,13286609,0.079009052,0.310292744,0,'WT','Octopamine_02','Octopamine'
1657,18,1,495.3061268,1409.728711,0.04519774,0.074074074,0.032520325,1863369,17880382,0.169040966,0.417574777,0,'WT','Octopamine_02','Octopamine'
1658,19,1,512.2690193,1388.195322,0.033898305,0,0.048780488,1694131,12692705,0.153688046,0.296422831,1,'WT','Octopamine_02','Octopamine'
1659,20,1,570.6374067,1315.048649,0.011299435,0.018518519,0.008130081,5423389,31068527,0.491998588,0.725568013,0,'WT','Octopamine_02','Octopamine'
1660,21,1,565.6285989,1333.010341,0.028248588,0.037037037,0.024390244,7115286,29715265,0.645483971,0.693964209,0,'WT','Octopamine_02','Octopamine'
1661,22,1,575.8217601,1369.628298,0.062146893,0.092592593,0.048780488,4501726,38954418,0.408387235,0.909733495,0,'WT','Octopamine_02','Octopamine'
1662,23,1,592.113729,1370.45484,0.050847458,0.018518519,0.06504065,3874496,26175941,0.351486232,0.611307562,0,'WT','Octopamine_02','Octopamine'
1663,24,1,601.9491353,1334.291757,0.016949153,0.018518519,0.016260163,2092285,24784078,0.189807751,0.578802279,0,'WT','Octopamine_02','Octopamine'
1664,25,1,598.697824,1409.125973,0,NaN,NaN,1309568,13027031,0.11880129,0.304230612,0,'WT','Octopamine_02','Octopamine'
1665,26,1,600.6447709,1436.313704,0.011299435,0,0.016260163,1612500,10315678,0.146282652,0.24091023,0,'WT','Octopamine_02','Octopamine'
1666,27,1,599.7999435,1296.63915,0.02259887,0.018518519,0.024390244,3457607,31525126,0.313666927,0.736231332,0,'WT','Octopamine_02','Octopamine'
1667,28,1,595.9004893,1392.88822,0.011299435,0.018518519,0.008130081,1784237,10894481,0.161862276,0.254427477,1,'WT','Octopamine_02','Octopamine'
1668,29,1,597.259234,1480.70791,0.04519774,0.055555556,0.040650407,882063,14614974,0.080018924,0.341315108,1,'WT','Octopamine_02','Octopamine'
1669,30,1,605.9171088,1306.193592,0,NaN,NaN,2116304,25268827,0.191986704,0.590123007,0,'WT','Octopamine_02','Octopamine'
1670,31,1,616.7351726,1455.198769,0.011299435,0,0.016260163,1307213,17676712,0.118587649,0.41281831,1,'WT','Octopamine_02','Octopamine'
1671,32,1,613.2340586,1290.990345,0.005649718,0,0.008130081,2339897,22536471,0.212270597,0.526312125,0,'WT','Octopamine_02','Octopamine'
1672,33,1,620.795298,1474.211966,0.04519774,0.074074074,0.032520325,1113288,18811072,0.100995176,0.439309921,1,'WT','Octopamine_02','Octopamine'
1673,34,1,621.0571835,1367.512719,0.033898305,0.018518519,0.040650407,2732573,22166610,0.247893348,0.517674467,1,'WT','Octopamine_02','Octopamine'
1674,35,1,629.6846997,1258.597032,0.02259887,0.018518519,0.024390244,2109367,14243408,0.191357394,0.332637632,1,'WT','Octopamine_02','Octopamine'
1675,36,1,625.145434,1334.369113,0.18079096,0.203703704,0.170731707,3552677,36296455,0.32229148,0.847659972,0,'WT','Octopamine_02','Octopamine'
1676,37,1,633.1877386,1378.009892,0.033898305,0.037037037,0.032520325,4259999,26429125,0.386458263,0.617220369,0,'WT','Octopamine_02','Octopamine'
1677,38,1,636.422076,1427.881022,0.344632768,0.351851852,0.341463415,1969611,19531487,0.17867902,0.456134345,1,'WT','Octopamine_02','Octopamine'
1678,39,1,651.8688108,1337.106201,0.016949153,0.018518519,0.016260163,655304,5043224,0.059447818,0.11777842,1,'WT','Octopamine_02','Octopamine'
1679,40,1,648.950703,1320.048807,0.016949153,0.018518519,0.016260163,1180392,11327772,0.107082711,0.264546466,0,'WT','Octopamine_02','Octopamine'
1680,41,1,655.6905634,1223.31238,0.056497175,0.074074074,0.048780488,1205643,17743475,0.109373429,0.414377479,0,'WT','Octopamine_02','Octopamine'
1681,42,1,674.1507128,1263.207805,0.011299435,0,0.016260163,1806658,10284418,0.163896262,0.24018019,1,'WT','Octopamine_02','Octopamine'
1682,43,1,687.0537177,1187.111561,0.039548023,0.055555556,0.032520325,1486205,18508206,0.134825431,0.43223685,0,'WT','Octopamine_02','Octopamine'
1683,44,1,696.1515443,1220.425814,0.062146893,0.111111111,0.040650407,2419532,12723836,0.219494919,0.297149858,1,'WT','Octopamine_02','Octopamine'
