unique_id,synapse_id,bouton,x_coord,y_coord,pr_total,pr_before,pr_after,unc_sum,brp_sum,unc_norm,brp_norm,ranking,genotype,nmj_id,treatment
620,5,1,144.0783076,676.35213,0.041666667,0.015503876,0.066666667,1013739,27561579,0.378520418,0.668973092,1,'Unc13A_RNAi','PdBU_01','PdBU'
621,6,1,157.9761892,667.4988208,0.03030303,0.007751938,0.051851852,1445610,24544621,0.539776907,0.595745657,0,'Unc13A_RNAi','PdBU_01','PdBU'
622,7,1,153.9670692,622.4201539,0.022727273,0.015503876,0.02962963,882937,24890573,0.329680206,0.604142585,0,'Unc13A_RNAi','PdBU_01','PdBU'
623,8,1,203.7650326,603.3527462,0.011363636,0.015503876,0.007407407,748723,13235059,0.279565986,0.321240606,0,'Unc13A_RNAi','PdBU_01','PdBU'
624,9,1,215.1610394,605.7438637,0.03030303,0.023255814,0.037037037,480244,18817316,0.179318503,0.456732833,0,'Unc13A_RNAi','PdBU_01','PdBU'
625,10,1,252.1597712,580.8935179,0.022727273,0,0.044444444,723975,19029664,0.27032532,0.461886932,1,'Unc13A_RNAi','PdBU_01','PdBU'
626,11,1,261.99365,599.3612283,0.018939394,0.015503876,0.022222222,599662,18913298,0.223908038,0.459062503,1,'Unc13A_RNAi','PdBU_01','PdBU'
627,12,1,265.2448496,571.3126154,0.018939394,0.015503876,0.022222222,1215495,20573854,0.453854173,0.499367425,1,'Unc13A_RNAi','PdBU_01','PdBU'
628,13,1,274.9875093,618.827217,0.007575758,0,0.014814815,596943,18963578,0.22289279,0.460282896,0,'Unc13A_RNAi','PdBU_01','PdBU'
629,14,1,278.1987673,606.5553275,0.003787879,0,0.007407407,914050,21404306,0.341297502,0.519524109,0,'Unc13A_RNAi','PdBU_01','PdBU'
630,15,1,283.9535158,591.9920323,0.003787879,0,0.007407407,805213,21512148,0.30065881,0.522141644,1,'Unc13A_RNAi','PdBU_01','PdBU'
631,16,1,293.6115444,603.311476,0.007575758,0.007751938,0.007407407,655727,15441983,0.244842172,0.374806941,0,'Unc13A_RNAi','PdBU_01','PdBU'
632,17,1,292.2007455,616.982356,0.007575758,0.007751938,0.007407407,396409,12945988,0.148015318,0.314224291,0,'Unc13A_RNAi','PdBU_01','PdBU'
633,18,1,298.2685575,575.6981238,0.041666667,0.015503876,0.066666667,1362981,19091628,0.508924031,0.463390919,1,'Unc13A_RNAi','PdBU_01','PdBU'
634,19,1,309.5063475,601.8828592,0.007575758,0,0.014814815,688048,9937848,0.256910523,0.241210886,0,'Unc13A_RNAi','PdBU_01','PdBU'
635,20,1,364.056672,575.7272898,0.011363636,0.015503876,0.007407407,1098901,18164908,0.410319092,0.440897623,1,'Unc13A_RNAi','PdBU_01','PdBU'
636,21,1,375.5045318,555.6936163,0.037878788,0.023255814,0.051851852,1718749,18774143,0.641764389,0.455684941,0,'Unc13A_RNAi','PdBU_01','PdBU'
637,22,1,390.1657372,564.5715453,0.064393939,0.031007752,0.096296296,1208386,14873911,0.451199741,0.361018729,1,'Unc13A_RNAi','PdBU_01','PdBU'
638,23,1,430.0188593,548.9508553,0.022727273,0.023255814,0.022222222,790671,21635321,0.295228967,0.525131292,1,'Unc13A_RNAi','PdBU_01','PdBU'
639,24,1,456.6856188,538.9185642,0.018939394,0.015503876,0.022222222,1211348,17902604,0.452305723,0.434530995,0,'Unc13A_RNAi','PdBU_01','PdBU'
640,25,1,469.9320637,541.4805906,0.018939394,0.015503876,0.022222222,770990,19178318,0.28788027,0.465495053,0,'Unc13A_RNAi','PdBU_01','PdBU'
641,26,1,514.4468156,539.2764987,0.007575758,0.007751938,0.007407407,657105,20209907,0.245356704,0.490533724,0,'Unc13A_RNAi','PdBU_01','PdBU'
642,27,1,518.2203844,550.0866831,0.034090909,0.054263566,0.014814815,742529,18881586,0.277253206,0.458292791,0,'Unc13A_RNAi','PdBU_01','PdBU'
643,28,1,533.5499196,538.30284,0.015151515,0.015503876,0.014814815,1688040,12881515,0.630297943,0.312659406,0,'Unc13A_RNAi','PdBU_01','PdBU'
644,29,1,565.6291584,540.3589029,0.007575758,0.007751938,0.007407407,761285,20673464,0.284256516,0.501785153,1,'Unc13A_RNAi','PdBU_01','PdBU'
645,30,1,576.3333032,550.4367989,0.015151515,0.007751938,0.022222222,1069378,36569837,0.399295487,0.887621022,0,'Unc13A_RNAi','PdBU_01','PdBU'
646,31,1,603.2438766,554.7851614,0.018939394,0.015503876,0.022222222,655012,21046619,0.244575197,0.51084235,1,'Unc13A_RNAi','PdBU_01','PdBU'
647,32,1,619.2690815,548.13827,0.011363636,0,0.022222222,1146466,18376205,0.428079407,0.446026212,1,'Unc13A_RNAi','PdBU_01','PdBU'
648,33,1,625.627781,490.8752269,0.109848485,0.046511628,0.17037037,1004360,31275141,0.375018389,0.759108459,1,'Unc13A_RNAi','PdBU_01','PdBU'
649,34,1,642.8982595,480.5624637,0.015151515,0.007751938,0.022222222,330111,33985480,0.123260281,0.824893655,0,'Unc13A_RNAi','PdBU_01','PdBU'
650,35,1,648.0715642,531.7018811,0.060606061,0.062015504,0.059259259,1607980,27239889,0.600404307,0.66116505,1,'Unc13A_RNAi','PdBU_01','PdBU'
651,36,1,676.0455749,501.3424782,0.007575758,0.007751938,0.007407407,531946,12184717,0.198623534,0.295746764,0,'Unc13A_RNAi','PdBU_01','PdBU'
652,37,1,685.4333033,462.365308,0.018939394,0,0.037037037,285887,18972838,0.106747463,0.460507654,1,'Unc13A_RNAi','PdBU_01','PdBU'
653,38,1,730.5203764,446.1641485,0.03030303,0.015503876,0.044444444,525643,27594541,0.196270054,0.669773144,1,'Unc13A_RNAi','PdBU_01','PdBU'
654,39,1,758.0717046,445.373938,0.022727273,0,0.044444444,394283,10819481,0.14722149,0.262609833,1,'Unc13A_RNAi','PdBU_01','PdBU'
655,40,1,952.8046211,391.2445546,0.041666667,0.007751938,0.074074074,1044036,37623267,0.389833027,0.913189816,0,'Unc13A_RNAi','PdBU_01','PdBU'
656,41,1,955.7195356,378.5545308,0.049242424,0.046511628,0.051851852,1314484,41013180,0.490815716,0.995469593,0,'Unc13A_RNAi','PdBU_01','PdBU'
657,42,1,984.6931169,377.5182754,0.037878788,0.015503876,0.059259259,534362,41199832,0.199525645,1,0,'Unc13A_RNAi','PdBU_01','PdBU'
658,43,1,1115.782383,353.7617741,0.041666667,0.015503876,0.066666667,403528,18395761,0.150673484,0.446500874,1,'Unc13A_RNAi','PdBU_01','PdBU'
659,44,1,1130.978077,347.9179295,0.026515152,0.007751938,0.044444444,324627,24197861,0.121212608,0.587329118,1,'Unc13A_RNAi','PdBU_01','PdBU'
660,45,1,1151.280041,342.9257801,0.018939394,0.007751938,0.02962963,619365,10890762,0.23126495,0.264339961,1,'Unc13A_RNAi','PdBU_01','PdBU'
661,46,1,1171.183556,337.9781922,0,NaN,NaN,483181,11682715,0.18041515,0.2835622,1,'Unc13A_RNAi','PdBU_01','PdBU'
662,47,1,1202.766375,321.0191006,0.015151515,0.015503876,0.014814815,511866,32366972,0.191125854,0.78560932,0,'Unc13A_RNAi','PdBU_01','PdBU'
663,48,1,1214.088144,338.7236097,0.03030303,0.046511628,0.014814815,1000813,39412746,0.373693974,0.956623949,0,'Unc13A_RNAi','PdBU_01','PdBU'
664,49,1,1222.648613,325.3398546,0.015151515,0.007751938,0.022222222,514614,31533589,0.192151931,0.765381495,0,'Unc13A_RNAi','PdBU_01','PdBU'
665,50,1,1227.04154,298.4529399,0.011363636,0.015503876,0.007407407,584728,23360852,0.218331826,0.567013283,0,'Unc13A_RNAi','PdBU_01','PdBU'
666,51,1,1248.042417,337.3959092,0.003787879,0,0.007407407,972418,24441160,0.363091553,0.593234458,0,'Unc13A_RNAi','PdBU_01','PdBU'
667,52,1,1257.36618,316.0053977,0.007575758,0.007751938,0.007407407,552244,24326954,0.206202612,0.590462456,1,'Unc13A_RNAi','PdBU_01','PdBU'
668,53,1,1260.265369,333.6343387,0.007575758,0.007751938,0.007407407,1316605,25138284,0.491607677,0.610155012,0,'Unc13A_RNAi','PdBU_01','PdBU'
669,54,1,1274.288607,328.5603119,0.007575758,0,0.014814815,917611,26445626,0.342627145,0.641886744,0,'Unc13A_RNAi','PdBU_01','PdBU'
670,55,1,1277.647259,286.3496797,0.007575758,0,0.014814815,370539,18462930,0.138355708,0.448131196,0,'Unc13A_RNAi','PdBU_01','PdBU'
671,56,1,1279.861304,304.7753084,0.018939394,0,0.037037037,453308,27311569,0.169260859,0.662904863,0,'Unc13A_RNAi','PdBU_01','PdBU'
672,57,1,1287.793953,324.0928216,0.007575758,0.007751938,0.007407407,645662,25677960,0.241083997,0.623253998,0,'Unc13A_RNAi','PdBU_01','PdBU'
673,58,1,1291.179747,292.5660917,0.007575758,0,0.014814815,391566,23885145,0.146206988,0.579738893,0,'Unc13A_RNAi','PdBU_01','PdBU'
674,59,1,1297.030982,315.1620991,0.007575758,0,0.014814815,782009,19839364,0.291994659,0.481539925,0,'Unc13A_RNAi','PdBU_01','PdBU'
675,60,1,1362.351652,285.5003149,0.007575758,0,0.014814815,1093222,19130379,0.408198608,0.464331481,1,'Unc13A_RNAi','PdBU_01','PdBU'
676,61,1,1369.990174,299.9140879,0.026515152,0.015503876,0.037037037,376769,15534395,0.14068193,0.37704996,1,'Unc13A_RNAi','PdBU_01','PdBU'
677,62,1,1396.083062,281.2814109,0,NaN,NaN,432341,9196275,0.161431982,0.223211468,0,'Unc13A_RNAi','PdBU_01','PdBU'
678,63,1,1397.087359,298.5283836,0,NaN,NaN,276861,10307823,0.103377242,0.250190899,0,'Unc13A_RNAi','PdBU_01','PdBU'
679,64,1,1424.558252,286.6540749,0,NaN,NaN,1441559,23034135,0.538264302,0.559083226,0,'Unc13A_RNAi','PdBU_01','PdBU'
680,65,1,1428.977678,275.5495125,0.003787879,0,0.007407407,1823525,21936803,0.680886742,0.532448846,0,'Unc13A_RNAi','PdBU_01','PdBU'
681,66,1,1453.345007,284.1235652,0.003787879,0,0.007407407,456003,16466494,0.170267146,0.399673814,1,'Unc13A_RNAi','PdBU_01','PdBU'
682,67,1,1465.883689,269.9640694,0.011363636,0.015503876,0.007407407,437918,13646269,0.16351438,0.331221472,1,'Unc13A_RNAi','PdBU_01','PdBU'
683,68,1,1501.932919,279.0303292,0.022727273,0.007751938,0.037037037,504302,17426023,0.188301529,0.422963448,1,'Unc13A_RNAi','PdBU_01','PdBU'
684,69,1,1519.400252,275.2987545,0.003787879,0,0.007407407,1055803,25916692,0.394226712,0.629048487,0,'Unc13A_RNAi','PdBU_01','PdBU'
685,70,1,1529.070415,269.280929,0.003787879,0,0.007407407,1051819,25636723,0.392739125,0.622253096,0,'Unc13A_RNAi','PdBU_01','PdBU'
686,71,1,1541.46003,271.9058827,0,NaN,NaN,396386,16112847,0.14800673,0.391090114,0,'Unc13A_RNAi','PdBU_01','PdBU'
687,72,1,1558.019482,258.3735419,0.003787879,0,0.007407407,356217,9781129,0.133008011,0.237407012,1,'Unc13A_RNAi','PdBU_01','PdBU'
688,73,1,1578.054313,254.285781,0,NaN,NaN,406894,5065273,0.151930316,0.122944021,0,'Unc13A_RNAi','PdBU_01','PdBU'
689,74,1,1584.453809,282.7687233,0.018939394,0.023255814,0.014814815,802253,28787281,0.299553574,0.698723262,0,'Unc13A_RNAi','PdBU_01','PdBU'
690,75,1,1599.775638,248.9085586,0.018939394,0.023255814,0.014814815,981401,23854995,0.366445719,0.579007094,0,'Unc13A_RNAi','PdBU_01','PdBU'
691,76,1,1612.602982,280.0375799,0.022727273,0.007751938,0.037037037,485843,19052998,0.181409116,0.462453293,1,'Unc13A_RNAi','PdBU_01','PdBU'
692,77,1,1620.414446,244.3581115,0.015151515,0.015503876,0.014814815,331679,27196170,0.123845757,0.660103905,0,'Unc13A_RNAi','PdBU_01','PdBU'
693,78,1,1630.539147,252.4682021,0.109848485,0.07751938,0.140740741,559564,36336088,0.20893583,0.88194748,1,'Unc13A_RNAi','PdBU_01','PdBU'
694,79,1,1670.357281,249.9220471,0.007575758,0,0.014814815,545061,10413786,0.203520549,0.252762827,1,'Unc13A_RNAi','PdBU_01','PdBU'
695,80,1,1672.686169,264.0426908,0.018939394,0,0.037037037,387700,10618284,0.144763461,0.257726391,0,'Unc13A_RNAi','PdBU_01','PdBU'
696,81,1,1691.750785,145.6611963,0.075757576,0.03875969,0.111111111,2678162,16432670,1,0.39885284,1,'Unc13A_RNAi','PdBU_01','PdBU'
697,82,1,1715.784981,86.06461137,0.007575758,0,0.014814815,2232395,10498851,0.833554878,0.25482752,1,'Unc13A_RNAi','PdBU_01','PdBU'
698,83,1,1719.700126,249.6528464,0.015151515,0.015503876,0.014814815,433908,18150899,0.162017085,0.440557597,1,'Unc13A_RNAi','PdBU_01','PdBU'
699,84,1,1744.963274,68.28044733,0.026515152,0.023255814,0.02962963,1569002,27121237,0.585850296,0.658285136,0,'Unc13A_RNAi','PdBU_01','PdBU'
700,85,1,1749.1939,279.8165193,0.034090909,0.007751938,0.059259259,1158408,17869643,0.432538435,0.433730968,0,'Unc13A_RNAi','PdBU_01','PdBU'
701,86,1,1744.581831,95.99476918,0.053030303,0.031007752,0.074074074,347042,11479876,0.129582154,0.278638903,1,'Unc13A_RNAi','PdBU_01','PdBU'
702,87,1,1753.974964,79.72955053,0.034090909,0.007751938,0.059259259,763382,31013634,0.285039516,0.752761176,0,'Unc13A_RNAi','PdBU_01','PdBU'
703,88,1,1769.582618,255.7345072,0.007575758,0.007751938,0.007407407,266134,25826716,0.099371883,0.626864595,1,'Unc13A_RNAi','PdBU_01','PdBU'
704,89,1,1768.753927,283.8354433,0.003787879,0,0.007407407,388868,10493117,0.145199581,0.254688344,1,'Unc13A_RNAi','PdBU_01','PdBU'
705,90,1,1811.124625,275.8411487,0,NaN,NaN,347107,12344817,0.129606424,0.299632702,0,'Unc13A_RNAi','PdBU_01','PdBU'
706,91,1,1812.943406,257.4776415,0.015151515,0.007751938,0.022222222,814052,20351403,0.303959208,0.493968106,0,'Unc13A_RNAi','PdBU_01','PdBU'
707,92,1,1855.715787,257.3119013,0.007575758,0,0.014814815,488482,12697763,0.182394493,0.308199388,1,'Unc13A_RNAi','PdBU_01','PdBU'
708,93,1,1860.757358,278.8513204,0.007575758,0.007751938,0.007407407,622443,25583698,0.232414245,0.620966076,0,'Unc13A_RNAi','PdBU_01','PdBU'
709,94,1,1884.669695,254.4425116,0,NaN,NaN,342582,5940660,0.127916833,0.144191365,0,'Unc13A_RNAi','PdBU_01','PdBU'
710,95,1,1903.054103,264.2325297,0.003787879,0,0.007407407,410548,13769358,0.153294685,0.334209081,0,'Unc13A_RNAi','PdBU_01','PdBU'
711,96,1,1913.026499,273.4291969,0.003787879,0,0.007407407,351754,16689611,0.131341569,0.405089297,0,'Unc13A_RNAi','PdBU_01','PdBU'
712,97,1,1939.163667,260.796255,0.022727273,0.015503876,0.02962963,518037,18421099,0.193430046,0.447115877,1,'Unc13A_RNAi','PdBU_01','PdBU'
713,98,1,1958.604408,269.6810799,0.007575758,0,0.014814815,824238,10676911,0.307762563,0.259149382,0,'Unc13A_RNAi','PdBU_01','PdBU'
714,99,1,1982.331462,258.8137499,0.003787879,0,0.007407407,557295,17319535,0.208088607,0.420378777,1,'Unc13A_RNAi','PdBU_01','PdBU'
715,100,1,2014.497349,254.136937,0.011363636,0.015503876,0.007407407,854890,8049917,0.319207725,0.195387132,1,'Unc13A_RNAi','PdBU_01','PdBU'
716,101,1,2028.106774,262.4474388,0.03030303,0.023255814,0.037037037,232386,26190605,0.086770703,0.635696888,1,'Unc13A_RNAi','PdBU_01','PdBU'
717,102,1,2060.169934,275.6163011,0.011363636,0.007751938,0.014814815,368044,24274644,0.137424099,0.589192791,1,'Unc13A_RNAi','PdBU_01','PdBU'
718,103,1,2068.563177,260.3166314,0.003787879,0,0.007407407,286538,25313912,0.106990541,0.614417845,1,'Unc13A_RNAi','PdBU_01','PdBU'
719,104,1,2087.505995,269.1623997,0.064393939,0.062015504,0.066666667,363462,37963242,0.135713224,0.92144167,1,'Unc13A_RNAi','PdBU_01','PdBU'
720,105,1,2100.42448,243.1044038,0.018939394,0.015503876,0.022222222,547775,34867268,0.20453393,0.846296364,0,'Unc13A_RNAi','PdBU_01','PdBU'
721,106,1,2106.446255,275.6923945,0.003787879,0,0.007407407,915945,25242942,0.342005077,0.612695265,1,'Unc13A_RNAi','PdBU_01','PdBU'
722,107,1,2115.873044,257.4005818,0.003787879,0,0.007407407,1490495,30143538,0.556536535,0.731642255,0,'Unc13A_RNAi','PdBU_01','PdBU'
723,108,1,2123.837038,280.8664089,0.007575758,0,0.014814815,482589,17835383,0.180194103,0.432899411,1,'Unc13A_RNAi','PdBU_01','PdBU'
724,109,1,2128.188952,238.1799931,0.003787879,0,0.007407407,227148,14146006,0.084814884,0.34335106,1,'Unc13A_RNAi','PdBU_01','PdBU'
725,110,1,2136.309099,277.5695933,0.003787879,0,0.007407407,420911,18983196,0.15716413,0.460759063,0,'Unc13A_RNAi','PdBU_01','PdBU'
726,111,1,2139.252634,261.6192677,0,NaN,NaN,373523,18199024,0.139469905,0.441725685,0,'Unc13A_RNAi','PdBU_01','PdBU'
727,112,1,2147.896293,252.6214127,0.007575758,0,0.014814815,365268,16999064,0.136387567,0.412600323,0,'Unc13A_RNAi','PdBU_01','PdBU'
728,113,1,2150.635974,240.0602092,0.007575758,0.007751938,0.007407407,571889,11168882,0.213537867,0.271090474,1,'Unc13A_RNAi','PdBU_01','PdBU'
729,114,1,2156.330752,272.8922904,0.007575758,0.007751938,0.007407407,863267,35326926,0.322335617,0.857453157,0,'Unc13A_RNAi','PdBU_01','PdBU'
730,115,1,2196.116851,273.6040925,0.003787879,0,0.007407407,499722,11755344,0.186591401,0.285325047,1,'Unc13A_RNAi','PdBU_01','PdBU'
731,116,1,2216.020242,258.1587505,0.011363636,0,0.022222222,407248,20300751,0.152062497,0.492738684,0,'Unc13A_RNAi','PdBU_01','PdBU'
732,117,1,2221.680913,265.6730995,0,NaN,NaN,631473,13396120,0.235785961,0.32514987,0,'Unc13A_RNAi','PdBU_01','PdBU'
733,118,1,2253.210163,247.1977674,0.018939394,0.031007752,0.007407407,454950,17345911,0.169873966,0.421018974,0,'Unc13A_RNAi','PdBU_01','PdBU'
734,119,1,2317.862626,207.0413551,0.026515152,0.03875969,0.014814815,735227,23263916,0.274526709,0.564660458,1,'Unc13A_RNAi','PdBU_01','PdBU'
735,120,1,2354.722617,233.5163278,0.045454545,0.031007752,0.059259259,320743,24740114,0.119762359,0.600490652,1,'Unc13A_RNAi','PdBU_01','PdBU'
736,121,1,2364.598938,195.5839588,0.018939394,0.007751938,0.02962963,1716313,26697605,0.64085481,0.648002764,0,'Unc13A_RNAi','PdBU_01','PdBU'
737,122,1,2390.750225,208.4337855,0.026515152,0.031007752,0.022222222,901642,23484881,0.336664474,0.570023708,0,'Unc13A_RNAi','PdBU_01','PdBU'
738,123,1,2391.083185,236.5674987,0.022727273,0.007751938,0.037037037,648668,26998987,0.242206409,0.655317891,1,'Unc13A_RNAi','PdBU_01','PdBU'
739,124,1,2397.369894,200.0884318,0.011363636,0.007751938,0.014814815,369660,21801038,0.138027498,0.529153565,0,'Unc13A_RNAi','PdBU_01','PdBU'
740,125,1,2417.29979,211.1017603,0.018939394,0.015503876,0.022222222,287438,24730001,0.107326592,0.60024519,0,'Unc13A_RNAi','PdBU_01','PdBU'
741,126,2,1200.42584,535.2251384,0.083333333,0.093023256,0.074074074,462998,21191326,0.172879012,0.51435467,0,'Unc13A_RNAi','PdBU_01','PdBU'
742,127,2,1260.173967,510.1628552,0.053030303,0.031007752,0.074074074,532391,29999453,0.198789692,0.728145032,0,'Unc13A_RNAi','PdBU_01','PdBU'
743,128,2,1266.823253,492.0635529,0.064393939,0.054263566,0.074074074,2034717,24058582,0.759743809,0.583948546,0,'Unc13A_RNAi','PdBU_01','PdBU'
744,129,2,1280.445151,516.8947605,0.071969697,0.054263566,0.088888889,805099,22688897,0.300616244,0.550703629,1,'Unc13A_RNAi','PdBU_01','PdBU'
745,130,2,1314.513565,482.1730808,0.075757576,0.100775194,0.051851852,622574,18718007,0.232463159,0.454322411,1,'Unc13A_RNAi','PdBU_01','PdBU'
746,131,2,1387.052726,514.6000911,0.071969697,0.054263566,0.088888889,691244,25558652,0.258103879,0.620358161,1,'Unc13A_RNAi','PdBU_01','PdBU'
747,132,2,1432.271283,957.3280706,0.018939394,0.023255814,0.014814815,594983,22276818,0.222160945,0.540701671,1,'Unc13A_RNAi','PdBU_01','PdBU'
748,133,2,1438.91884,976.7843518,0.037878788,0.015503876,0.059259259,904615,15031550,0.337774563,0.364844934,1,'Unc13A_RNAi','PdBU_01','PdBU'
749,134,2,1448.157689,535.2106473,0.125,0.108527132,0.140740741,519356,14237891,0.193922548,0.345581288,0,'Unc13A_RNAi','PdBU_01','PdBU'
750,135,2,1461.038251,960.6678926,0.03030303,0.007751938,0.051851852,785676,26640438,0.293363882,0.646615209,0,'Unc13A_RNAi','PdBU_01','PdBU'
751,136,2,1486.154357,578.4850546,0.193181818,0.085271318,0.296296296,490280,13603685,0.183065849,0.330187876,0,'Unc13A_RNAi','PdBU_01','PdBU'
752,137,2,1487.028903,907.6659102,0.056818182,0.031007752,0.081481481,546651,20438025,0.20411424,0.496070591,1,'Unc13A_RNAi','PdBU_01','PdBU'
753,138,2,1505.652643,919.2792672,0.022727273,0.015503876,0.02962963,594019,19654287,0.221800996,0.477047746,1,'Unc13A_RNAi','PdBU_01','PdBU'
754,139,2,1513.097036,897.4289068,0.109848485,0.100775194,0.118518519,998345,26823472,0.372772446,0.6510578,1,'Unc13A_RNAi','PdBU_01','PdBU'
755,140,2,1536.352466,826.0468535,0.060606061,0.046511628,0.074074074,1119640,14440005,0.418062836,0.350486987,1,'Unc13A_RNAi','PdBU_01','PdBU'
756,141,2,1556.000905,825.5815562,0.068181818,0.031007752,0.103703704,397563,23277777,0.14844621,0.564996891,0,'Unc13A_RNAi','PdBU_01','PdBU'
757,142,2,1567.609162,726.6920263,0.026515152,0.023255814,0.02962963,624922,21270060,0.23333988,0.516265697,1,'Unc13A_RNAi','PdBU_01','PdBU'
758,143,2,1568.618275,815.6075348,0.140151515,0.085271318,0.192592593,953905,33197245,0.356178976,0.805761659,0,'Unc13A_RNAi','PdBU_01','PdBU'
759,144,2,1575.171363,707.0623415,0.034090909,0.023255814,0.044444444,490456,12040126,0.183131566,0.29223726,1,'Unc13A_RNAi','PdBU_01','PdBU'
760,145,2,1586.468871,718.5017087,0.011363636,0,0.022222222,260982,12706216,0.097448175,0.308404559,1,'Unc13A_RNAi','PdBU_01','PdBU'
761,146,2,1600.465285,702.1318899,0.018939394,0.007751938,0.02962963,396916,20465081,0.148204627,0.496727292,1,'Unc13A_RNAi','PdBU_01','PdBU'
762,147,2,1608.364183,726.7768853,0.045454545,0.03875969,0.051851852,636322,25145016,0.237596531,0.610318411,1,'Unc13A_RNAi','PdBU_01','PdBU'
763,148,2,1658.033997,701.0703746,0.170454545,0.139534884,0.2,498866,20580443,0.186271779,0.499527352,1,'Unc13A_RNAi','PdBU_01','PdBU'
764,149,2,1799.894906,622.7448464,0.053030303,0.054263566,0.051851852,369809,8039358,0.138083133,0.195130844,1,'Unc13A_RNAi','PdBU_01','PdBU'
765,150,2,1843.32753,622.3067339,0.162878788,0.139534884,0.185185185,219814,19325343,0.082076439,0.469063636,1,'Unc13A_RNAi','PdBU_01','PdBU'
766,151,2,2079.205754,531.2102917,0.132575758,0.093023256,0.17037037,363239,23323342,0.135629958,0.566102842,1,'Unc13A_RNAi','PdBU_01','PdBU'
767,1,1,343.7422633,803.2144262,0.036,0.052173913,0.022222222,221814,26091656,0.079411405,0.618296046,0,'Unc13A_RNAi','PdBU_02','PdBU'
768,2,1,354.3094977,808.9129851,0.008,0,0.014814815,515598,24042201,0.184588716,0.569729948,0,'Unc13A_RNAi','PdBU_02','PdBU'
769,3,1,375.7135471,785.462801,0.044,0.026086957,0.059259259,180577,38709379,0.064648188,0.917299231,0,'Unc13A_RNAi','PdBU_02','PdBU'
770,4,1,382.0774145,809.854253,0.004,0,0.007407407,463463,26734907,0.165923917,0.633539216,0,'Unc13A_RNAi','PdBU_02','PdBU'
771,5,1,392.0817267,817.527053,0.024,0.026086957,0.022222222,463463,26734907,0.165923917,0.633539216,0,'Unc13A_RNAi','PdBU_02','PdBU'
772,6,1,405.1645598,825.0161485,0.02,0.034782609,0.007407407,454255,32705546,0.162627371,0.775025923,0,'Unc13A_RNAi','PdBU_02','PdBU'
773,7,1,412.506036,804.9060056,0.016,0.008695652,0.022222222,373671,19162154,0.133777575,0.454087086,0,'Unc13A_RNAi','PdBU_02','PdBU'
774,8,1,415.0218786,822.7235304,0.06,0.026086957,0.088888889,454255,32705546,0.162627371,0.775025923,0,'Unc13A_RNAi','PdBU_02','PdBU'
775,9,1,427.6306127,803.8893952,0.016,0.008695652,0.022222222,239654,14462381,0.085798285,0.342716192,0,'Unc13A_RNAi','PdBU_02','PdBU'
776,10,1,434.6898821,821.5990325,0.004,0,0.007407407,197111,13878860,0.070567509,0.328888448,0,'Unc13A_RNAi','PdBU_02','PdBU'
777,11,1,445.4246766,810.9877961,0,NaN,NaN,144963,13772883,0.051898056,0.326377103,0,'Unc13A_RNAi','PdBU_02','PdBU'
778,12,1,481.6910176,813.0288586,0,NaN,NaN,158172,21951830,0.056626997,0.52019426,0,'Unc13A_RNAi','PdBU_02','PdBU'
779,13,1,571.1470372,819.7371642,0.008,0,0.014814815,804198,14054880,0.287910108,0.333059608,1,'Unc13A_RNAi','PdBU_02','PdBU'
780,14,1,593.1941113,840.9111392,0.016,0.017391304,0.014814815,285621,14347383,0.102254884,0.339991075,1,'Unc13A_RNAi','PdBU_02','PdBU'
781,15,1,601.6065355,795.5363935,0.016,0.017391304,0.014814815,438444,22602923,0.156966891,0.535623263,1,'Unc13A_RNAi','PdBU_02','PdBU'
782,16,1,609.2431211,810.7740993,0.008,0,0.014814815,669082,16875412,0.239537366,0.399897979,1,'Unc13A_RNAi','PdBU_02','PdBU'
783,17,1,609.2025864,859.4694465,0.08,0.026086957,0.125925926,530832,27198463,0.190042625,0.644524139,1,'Unc13A_RNAi','PdBU_02','PdBU'
784,18,1,627.4506228,871.8450574,0.08,0.034782609,0.118518519,304539,24968108,0.109027698,0.59167124,1,'Unc13A_RNAi','PdBU_02','PdBU'
785,19,1,624.6122675,809.5202931,0.06,0.043478261,0.074074074,920205,12760230,0.329441656,0.302380184,1,'Unc13A_RNAi','PdBU_02','PdBU'
786,20,1,628.463896,783.36274,0.184,0.139130435,0.222222222,430568,24497652,0.154147212,0.580522806,1,'Unc13A_RNAi','PdBU_02','PdBU'
787,21,1,638.9250616,887.4531849,0.036,0.034782609,0.037037037,551088,19418311,0.197294455,0.460157259,1,'Unc13A_RNAi','PdBU_02','PdBU'
788,22,1,646.8768257,797.0245141,0.064,0.017391304,0.103703704,292413,40123949,0.104686481,0.950820408,0,'Unc13A_RNAi','PdBU_02','PdBU'
789,23,1,657.0804421,788.9279416,0.056,0.052173913,0.059259259,293423,39040016,0.10504807,0.925134362,0,'Unc13A_RNAi','PdBU_02','PdBU'
790,24,1,656.2972672,884.6179297,0.024,0.008695652,0.037037037,741389,34523364,0.265423922,0.8181029,0,'Unc13A_RNAi','PdBU_02','PdBU'
791,25,1,670.6665423,888.7639012,0.008,0.008695652,0.007407407,688244,36263049,0.246397535,0.859328354,0,'Unc13A_RNAi','PdBU_02','PdBU'
792,26,1,674.1071554,788.1484892,0.028,0,0.051851852,201052,24203152,0.071978422,0.573544016,0,'Unc13A_RNAi','PdBU_02','PdBU'
